ct,GEOID,svi_ptile,transit_ptile,asthmavalue,PTRAF,PTRAF_bycensus,No_of_Stops,PTover45m_pct,,,,,,,,,,,,,,,
24510260302,245102603026,0.731,0.765793529,0.131,2442.99721,1307.692629,11,82.82,,,,,,,,,,,,,,,
24510260303,245102603031,0.5279,0.194144838,0.137,503.7164317,503.7164317,11,100,,,,,,,,,,,,,,,
24510260401,245102604011,0.8579,0.399075501,0.109,4358.744546,3382.717014,15,50.81,,,,,,,,,,,,,,,
24510260401,245102604012,0.8579,0.399075501,0.109,845.4962734,3382.717014,15,50.81,,,,,,,,,,,,,,,
24510260401,245102604013,0.8579,0.399075501,0.109,4943.910224,3382.717014,15,50.81,,,,,,,,,,,,,,,
24510260402,245102604021,0.8122,0.721109399,0.126,1735.343245,1531.399566,11,92,,,,,,,,,,,,,,,
24510260402,245102604022,0.8122,0.721109399,0.126,1327.455886,1531.399566,11,92,,,,,,,,,,,,,,,
24510260403,245102604031,0.401,0.955315871,0.126,1777.665232,5739.925141,13,70.99,,,,,,,,,,,,,,,
24510260403,245102604032,0.401,0.955315871,0.126,9702.18505,5739.925141,13,70.99,,,,,,,,,,,,,,,
24510260404,245102604041,0.6904,0.474576271,0.108,9830.291939,4435.007127,26,60.87,,,,,,,,,,,,,,,
24510260404,245102604042,0.6904,0.474576271,0.108,1755.828025,4435.007127,26,60.87,,,,,,,,,,,,,,,
24510260404,245102604043,0.6904,0.474576271,0.108,1718.901417,4435.007127,26,60.87,,,,,,,,,,,,,,,
24510260501,245102605011,0.6599,0.115562404,0.099,2574.292884,5827.209089,31,26.88,,,,,,,,,,,,,,,
24510260501,245102605012,0.6599,0.115562404,0.099,8737.227154,5827.209089,31,26.88,,,,,,,,,,,,,,,
24510260501,245102605013,0.6599,0.115562404,0.099,6170.10723,5827.209089,31,26.88,,,,,,,,,,,,,,,
24510260604,245102606041,0.802,0.394453005,0.124,1652.262166,1695.64711,6,53.33,,,,,,,,,,,,,,,
24510260604,245102606042,0.802,0.394453005,0.124,2822.526229,1695.64711,6,53.33,,,,,,,,,,,,,,,
24510260604,245102606043,0.802,0.394453005,0.124,612.1529339,1695.64711,6,53.33,,,,,,,,,,,,,,,
24510260605,245102606051,0.8376,0.297380586,0.112,1676.064368,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606052,0.8376,0.297380586,0.112,1017.558289,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606053,0.8376,0.297380586,0.112,2876.728826,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606054,0.8376,0.297380586,0.112,266.3252628,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606055,0.8376,0.297380586,0.112,1888.751853,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260605,245102606056,0.8376,0.297380586,0.112,877.5711331,1433.833289,34,45.66,,,,,,,,,,,,,,,
24510260700,245102607001,0.3858,0.134052388,0.097,5023.416725,4541.468275,5,31.47,,,,,,,,,,,,,,,
24510260700,245102607002,0.3858,0.134052388,0.097,4059.519824,4541.468275,5,31.47,,,,,,,,,,,,,,,
24510260800,245102608001,0.533,0.674884438,0.102,1368.558584,1196.334139,5,78.91,,,,,,,,,,,,,,,
24510260800,245102608002,0.533,0.674884438,0.102,1024.109694,1196.334139,5,78.91,,,,,,,,,,,,,,,
24510260900,245102609001,0.1015,0.010785824,0.085,876.9365284,854.7834571,12,18.6,,,,,,,,,,,,,,,
24510260900,245102609002,0.1015,0.010785824,0.085,647.439981,854.7834571,12,18.6,,,,,,,,,,,,,,,
24510260900,245102609003,0.1015,0.010785824,0.085,1039.973862,854.7834571,12,18.6,,,,,,,,,,,,,,,
24510261000,245102610001,0.5888,0.291217257,0.108,2058.68125,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261000,245102610002,0.5888,0.291217257,0.108,1812.322716,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261000,245102610003,0.5888,0.291217257,0.108,930.3327332,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261000,245102610004,0.5888,0.291217257,0.108,660.7550778,1365.522944,11,66.89,,,,,,,,,,,,,,,
24510261100,245102611001,0,0.191063174,0.084,934.5444655,826.2413015,6,78.95,,,,,,,,,,,,,,,
24510261100,245102611002,0,0.191063174,0.084,717.9381374,826.2413015,6,78.95,,,,,,,,,,,,,,,
24510270101,245102701011,0.1777,0.852080123,0.106,744.4937278,766.694927,6,67.5,,,,,,,,,,,,,,,
24510270101,245102701012,0.1777,0.852080123,0.106,788.8961261,766.694927,6,67.5,,,,,,,,,,,,,,,
24510270102,245102701021,0.3756,0.88751926,0.115,262.4907006,712.4658067,11,95.27,,,,,,,,,,,,,,,
24510270102,245102701022,0.3756,0.88751926,0.115,790.4803021,712.4658067,11,95.27,,,,,,,,,,,,,,,
24510270102,245102701023,0.3756,0.88751926,0.115,1232.508493,712.4658067,11,95.27,,,,,,,,,,,,,,,
24510270102,245102701024,0.3756,0.88751926,0.115,564.3837309,712.4658067,11,95.27,,,,,,,,,,,,,,,
24510270200,245102702001,0.1371,0.847457627,0.098,1482.623317,1133.813645,7,92.55,,,,,,,,,,,,,,,
24510270200,245102702002,0.1371,0.847457627,0.098,747.8594509,1133.813645,7,92.55,,,,,,,,,,,,,,,
24510270200,245102702003,0.1371,0.847457627,0.098,1170.958167,1133.813645,7,92.55,,,,,,,,,,,,,,,
24510270301,245102703011,0.335,0.55624037,0.102,1304.451549,946.5395993,6,50,,,,,,,,,,,,,,,
24510270301,245102703012,0.335,0.55624037,0.102,1405.416706,946.5395993,6,50,,,,,,,,,,,,,,,
24510270301,245102703013,0.335,0.55624037,0.102,704.9756727,946.5395993,6,50,,,,,,,,,,,,,,,
24510270301,245102703014,0.335,0.55624037,0.102,371.3144693,946.5395993,6,50,,,,,,,,,,,,,,,
24510270302,245102703021,0.2183,0.791987673,0.106,1134.631679,1086,4,52.04,,,,,,,,,,,,,,,
24510270302,245102703022,0.2183,0.791987673,0.106,1038.031509,1086.331594,4,52.04,,,,,,,,,,,,,,,
24510270401,245102704011,0.2335,0.265023112,0.109,612.515441,1086,14,66.67,,,,,,,,,,,,,,,
24510270401,245102704012,0.2335,0.265023112,0.109,213.972836,1086.331594,14,66.67,,,,,,,,,,,,,,,
24510270401,245102704013,0.2335,0.265023112,0.109,881.7672286,1086.331594,14,66.67,,,,,,,,,,,,,,,
24510270401,245102704014,0.2335,0.265023112,0.109,314.568657,1086.331594,14,66.67,,,,,,,,,,,,,,,
24510270402,245102704021,0.1878,0.479198767,0.104,75.23579901,1086,5,24.53,,,,,,,,,,,,,,,
24510270402,245102704022,0.1878,0.479198767,0.104,295.1381048,1086.331594,5,24.53,,,,,,,,,,,,,,,
24510270402,245102704023,0.1878,0.479198767,0.104,845.2915066,1086.331594,5,24.53,,,,,,,,,,,,,,,
24510270402,245102704024,0.1878,0.479198767,0.104,207.1422553,1086.331594,5,24.53,,,,,,,,,,,,,,,
24510270501,245102705011,0.1675,0.622496148,0.099,566.4877032,569.9348002,8,18.03,,,,,,,,,,,,,,,
24510270501,245102705012,0.1675,0.622496148,0.099,561.1556107,569.9348002,8,18.03,,,,,,,,,,,,,,,
24510270501,245102705013,0.1675,0.622496148,0.099,541.4463531,569.9348002,8,18.03,,,,,,,,,,,,,,,
24510270501,245102705014,0.1675,0.622496148,0.099,610.6495337,569.9348002,8,18.03,,,,,,,,,,,,,,,
24510270502,245102705021,0.2487,0.741140216,0.103,1006.153493,638.523806,13,48.46,,,,,,,,,,,,,,,
24510270502,245102705022,0.2487,0.741140216,0.103,471.0450144,638.523806,13,48.46,,,,,,,,,,,,,,,
24510270502,245102705023,0.2487,0.741140216,0.103,220.602305,638.523806,13,48.46,,,,,,,,,,,,,,,
24510270502,245102705024,0.2487,0.741140216,0.103,856.2944117,638.523806,13,48.46,,,,,,,,,,,,,,,
24510270600,245102706001,0.1574,0.878274268,0.106,271.4082146,523.2473413,7,87.78,,,,,,,,,,,,,,,
24510270600,245102706002,0.1574,0.878274268,0.106,742.9099688,523.2473413,7,87.78,,,,,,,,,,,,,,,
24510270600,245102706003,0.1574,0.878274268,0.106,688.3464744,523.2473413,7,87.78,,,,,,,,,,,,,,,
24510270600,245102706004,0.1574,0.878274268,0.106,321.2590213,523.2473413,7,87.78,,,,,,,,,,,,,,,
24510270600,245102706005,0.1574,0.878274268,0.106,183.329787,523.2473413,7,87.78,,,,,,,,,,,,,,,
24510270600,245102706006,0.1574,0.878274268,0.106,932.2305816,523.2473413,7,87.78,,,,,,,,,,,,,,,
24510270701,245102707011,0.3503,0.979969183,0.128,1323.27567,1323.27567,6,97.32,,,,,,,,,,,,,,,
24510270702,245102707021,0.3147,0.533127889,0.116,2458.110468,1541.870667,12,75,,,,,,,,,,,,,,,
24510270702,245102707022,0.3147,0.533127889,0.116,946.5159243,1541.870667,12,75,,,,,,,,,,,,,,,
24510270702,245102707023,0.3147,0.533127889,0.116,1220.985608,1541.870667,12,75,,,,,,,,,,,,,,,
24510270703,245102707031,0.1117,0.727272727,0.096,687.594709,622.6793592,5,15.79,,,,,,,,,,,,,,,
24510270703,245102707032,0.1117,0.727272727,0.096,889.1064692,622.6793592,5,15.79,,,,,,,,,,,,,,,
24510270703,245102707033,0.1117,0.727272727,0.096,291.3368995,622.6793592,5,15.79,,,,,,,,,,,,,,,
24510270801,245102708011,0.4315,0.570107858,0.116,844.5908679,1062.504324,7,31.23,,,,,,,,,,,,,,,
24510270801,245102708012,0.4315,0.570107858,0.116,1841.809637,1062.504324,7,31.23,,,,,,,,,,,,,,,
24510270801,245102708013,0.4315,0.570107858,0.116,1116.825692,1062.504324,7,31.23,,,,,,,,,,,,,,,
24510270801,245102708014,0.4315,0.570107858,0.116,446.791099,1062.504324,7,31.23,,,,,,,,,,,,,,,
24510270802,245102708021,0.4112,0.824345146,0.12,1680.947776,978.8320483,25,86.3,,,,,,,,,,,,,,,
24510270802,245102708022,0.4112,0.824345146,0.12,384.1851867,978.8320483,25,86.3,,,,,,,,,,,,,,,
24510270802,245102708023,0.4112,0.824345146,0.12,360.1692998,978.8320483,25,86.3,,,,,,,,,,,,,,,
24510270802,245102708024,0.4112,0.824345146,0.12,1203.527381,978.8320483,25,86.3,,,,,,,,,,,,,,,
24510270802,245102708025,0.4112,0.824345146,0.12,1265.330598,978.8320483,25,86.3,,,,,,,,,,,,,,,
24510270803,245102708031,0.4873,0.644067797,0.115,820.1724534,938.4461773,22,37.08,,,,,,,,,,,,,,,
24510270803,245102708032,0.4873,0.644067797,0.115,1531.709702,938.4461773,22,37.08,,,,,,,,,,,,,,,
24510270803,245102708033,0.4873,0.644067797,0.115,463.4563766,938.4461773,22,37.08,,,,,,,,,,,,,,,
24510270804,245102708041,0.3046,0.697996918,0.101,196.343899,1063.504961,5,31.94,,,,,,,,,,,,,,,
24510270804,245102708042,0.3046,0.697996918,0.101,1892.360783,1063.504961,5,31.94,,,,,,,,,,,,,,,
24510270804,245102708043,0.3046,0.697996918,0.101,1304.624258,1063.504961,5,31.94,,,,,,,,,,,,,,,
24510270804,245102708044,0.3046,0.697996918,0.101,860.6909056,1063.504961,5,31.94,,,,,,,,,,,,,,,
24510270805,245102708051,0.2995,0.277349769,0.113,997.7892329,642.3163512,18,25.86,,,,,,,,,,,,,,,
24510270805,245102708052,0.2995,0.277349769,0.113,195.4906352,642.3163512,18,25.86,,,,,,,,,,,,,,,
24510270805,245102708053,0.2995,0.277349769,0.113,215.8552353,642.3163512,18,25.86,,,,,,,,,,,,,,,
24510270805,245102708054,0.2995,0.277349769,0.113,562.2014948,642.3163512,18,25.86,,,,,,,,,,,,,,,
24510270805,245102708055,0.2995,0.277349769,0.113,1240.245158,642.3163512,18,25.86,,,,,,,,,,,,,,,
24510270901,245102709011,0.2792,0.938366718,0.119,369.5441788,521.6639051,11,63.73,,,,,,,,,,,,,,,
24510270901,245102709012,0.2792,0.938366718,0.119,664.2577418,521.6639051,11,63.73,,,,,,,,,,,,,,,
24510270901,245102709013,0.2792,0.938366718,0.119,531.1897948,521.6639051,11,63.73,,,,,,,,,,,,,,,
24510270902,245102709021,0.4772,0.750385208,0.117,1348.33061,1027.678688,4,53.01,,,,,,,,,,,,,,,
24510270902,245102709022,0.4772,0.750385208,0.117,1211.624222,1027.678688,4,53.01,,,,,,,,,,,,,,,
24510270902,245102709023,0.4772,0.750385208,0.117,523.0812325,1027.678688,4,53.01,,,,,,,,,,,,,,,
24510270903,245102709031,0.2589,0.178736518,0.12,1208.389735,986.7490656,18,53.22,,,,,,,,,,,,,,,
24510270903,245102709032,0.2589,0.178736518,0.12,619.8592527,986.7490656,18,53.22,,,,,,,,,,,,,,,
24510270903,245102709033,0.2589,0.178736518,0.12,1131.998209,986.7490656,18,53.22,,,,,,,,,,,,,,,
24510271001,245102710011,0.7716,0.893682589,0.126,1315.532758,834.400829,10,69.74,,,,,,,,,,,,,,,
24510271001,245102710012,0.7716,0.893682589,0.126,794.2988594,834.400829,10,69.74,,,,,,,,,,,,,,,
24510271001,245102710013,0.7716,0.893682589,0.126,393.3708696,834.400829,10,69.74,,,,,,,,,,,,,,,
24510271002,245102710021,0.6193,0.758089368,0.124,515.0512704,765.4731107,11,94.7,,,,,,,,,,,,,,,
24510271002,245102710022,0.6193,0.758089368,0.124,1504.157709,765.4731107,11,94.7,,,,,,,,,,,,,,,
24510271002,245102710023,0.6193,0.758089368,0.124,867.3113165,765.4731107,11,94.7,,,,,,,,,,,,,,,
24510271002,245102710024,0.6193,0.758089368,0.124,532.0217217,765.4731107,11,94.7,,,,,,,,,,,,,,,
24510271002,245102710025,0.6193,0.758089368,0.124,408.8235358,765.4731107,11,94.7,,,,,,,,,,,,,,,
24510271101,245102711011,0.2893,0.485362096,0.101,668.749355,843,9,41.14,,,,,,,,,,,,,,,
24510271101,245102711012,0.2893,0.485362096,0.101,823.2732695,843.2146665,9,41.14,,,,,,,,,,,,,,,
24510271101,245102711013,0.2893,0.485362096,0.101,1037.621375,843.2146665,9,41.14,,,,,,,,,,,,,,,
24510271102,245102711021,0.0203,0.371340524,0.104,1025.492158,1193.540998,6,42.95,,,,,,,,,,,,,,,
24510271102,245102711022,0.0203,0.371340524,0.104,1361.589837,1193.540998,6,42.95,,,,,,,,,,,,,,,
24510271200,245102712001,0.08629,0.465331279,0.085,856.0027806,1074.562311,23,74.57,,,,,,,,,,,,,,,
24510271200,245102712002,0.08629,0.465331279,0.085,2167.820285,1074.562311,23,74.57,,,,,,,,,,,,,,,
24510271200,245102712003,0.08629,0.465331279,0.085,561.762275,1074.562311,23,74.57,,,,,,,,,,,,,,,
24510271200,245102712004,0.08629,0.465331279,0.085,515.1895834,1074.562311,23,74.57,,,,,,,,,,,,,,,
24510271200,245102712005,0.08629,0.465331279,0.085,1504.59873,1074.562311,23,74.57,,,,,,,,,,,,,,,
24510271200,245102712006,0.08629,0.465331279,0.085,842.0002146,1074.562311,23,74.57,,,,,,,,,,,,,,,
24510271300,245102713001,0.1421,0.311248074,0.077,2339.541238,1211.226218,24,57.78,,,,,,,,,,,,,,,
24510271300,245102713002,0.1421,0.311248074,0.077,380.3368161,1211.226218,24,57.78,,,,,,,,,,,,,,,
24510271300,245102713003,0.1421,0.311248074,0.077,913.8005987,1211.226218,24,57.78,,,,,,,,,,,,,,,
24510271400,245102714001,0.1624,0.506933744,0.082,880.7802135,663.1097122,18,82.14,,,,,,,,,,,,,,,
24510271400,245102714002,0.1624,0.506933744,0.082,346.0139304,663.1097122,18,82.14,,,,,,,,,,,,,,,
24510271400,245102714003,0.1624,0.506933744,0.082,762.5349926,663.1097122,18,82.14,,,,,,,,,,,,,,,
24510271501,245102715011,0.132,0.386748844,0.084,2316.88283,663.1097122,23,44.44,,,,,,,,,,,,,,,
24510271501,245102715012,0.132,0.386748844,0.084,3590.355235,663.1097122,23,44.44,,,,,,,,,,,,,,,
24510271501,245102715013,0.132,0.386748844,0.084,537.728803,663.1097122,23,44.44,,,,,,,,,,,,,,,
24510271501,245102715014,0.132,0.386748844,0.084,313.1850521,663.1097122,23,44.44,,,,,,,,,,,,,,,
24510271501,245102715015,0.132,0.386748844,0.084,53.29949599,663.1097122,23,44.44,,,,,,,,,,,,,,,
24510271503,245102715031,0.1218,NA,0.082,4649.24273,4649.24273,11,NA,,,,,,,,,,,,,,,
24510271600,245102716001,0.8782,0.981510015,0.134,186.2783426,583,15,66.38,,,,,,,,,,,,,,,
24510271600,245102716002,0.8782,0.981510015,0.134,831.4907061,582.6472357,15,66.38,,,,,,,,,,,,,,,
24510271600,245102716003,0.8782,0.981510015,0.134,844.3796156,582.6472357,15,66.38,,,,,,,,,,,,,,,
24510271600,245102716004,0.8782,0.981510015,0.134,809.503243,582.6472357,15,66.38,,,,,,,,,,,,,,,
24510271600,245102716005,0.8782,0.981510015,0.134,262.7678164,582.6472357,15,66.38,,,,,,,,,,,,,,,
24510271600,245102716006,0.8782,0.981510015,0.134,561.4636902,582.6472357,15,66.38,,,,,,,,,,,,,,,
24510271700,245102717001,0.8629,0.775038521,0.122,1928.110912,737,23,60.12,,,,,,,,,,,,,,,
24510271700,245102717002,0.8629,0.775038521,0.122,1560.735815,737.4160749,23,60.12,,,,,,,,,,,,,,,
24510271700,245102717003,0.8629,0.775038521,0.122,89.77139615,737.4160749,23,60.12,,,,,,,,,,,,,,,
24510271700,245102717004,0.8629,0.775038521,0.122,397.2675015,737.4160749,23,60.12,,,,,,,,,,,,,,,
24510271700,245102717005,0.8629,0.775038521,0.122,183.5181941,737.4160749,23,60.12,,,,,,,,,,,,,,,
24510271700,245102717006,0.8629,0.775038521,0.122,265.0926307,737.4160749,23,60.12,,,,,,,,,,,,,,,
24510271801,245102718011,0.8426,0.865947612,0.13,517.6694737,757,9,41,,,,,,,,,,,,,,,
24510271801,245102718012,0.8426,0.865947612,0.13,567.0686226,756.6111141,9,41,,,,,,,,,,,,,,,
24510271801,245102718013,0.8426,0.865947612,0.13,1185.095246,756.6111141,9,41,,,,,,,,,,,,,,,
24510271802,245102718021,0.8477,0.949152542,0.135,258.6741867,472,12,39.54,,,,,,,,,,,,,,,
24510271802,245102718022,0.8477,0.949152542,0.135,328.0219482,472.1416583,12,39.54,,,,,,,,,,,,,,,
24510271802,245102718023,0.8477,0.949152542,0.135,603.0529524,472.1416583,12,39.54,,,,,,,,,,,,,,,
24510271802,245102718024,0.8477,0.949152542,0.135,698.8175459,472.1416583,12,39.54,,,,,,,,,,,,,,,
24510271900,245102719001,0.3706,0.412942989,0.111,928.5973978,1660,28,18.78,,,,,,,,,,,,,,,
24510271900,245102719002,0.3706,0.412942989,0.111,1344.343674,1659.992501,28,18.78,,,,,,,,,,,,,,,
24510271900,245102719003,0.3706,0.412942989,0.111,1682.871307,1659.992501,28,18.78,,,,,,,,,,,,,,,
24510271900,245102719004,0.3706,0.412942989,0.111,1891.236167,1659.992501,28,18.78,,,,,,,,,,,,,,,
24510271900,245102719005,0.3706,0.412942989,0.111,2452.913958,1659.992501,28,18.78,,,,,,,,,,,,,,,
24510272003,245102720031,0.3401,0.379044684,0.094,140.5770663,89,30,55,,,,,,,,,,,,,,,
24510272003,245102720032,0.3401,0.379044684,0.094,90.14679638,89.26873021,30,55,,,,,,,,,,,,,,,
24510272003,245102720033,0.3401,0.379044684,0.094,52.89300999,89.26873021,30,55,,,,,,,,,,,,,,,
24510272003,245102720034,0.3401,0.379044684,0.094,125.391081,89.26873021,30,55,,,,,,,,,,,,,,,
24510272003,245102720035,0.3401,0.379044684,0.094,37.33569736,89.26873021,30,55,,,,,,,,,,,,,,,
24510272004,245102720041,0.2386,0.976887519,0.09,83.18521767,52,9,70.66,,,,,,,,,,,,,,,
24510272004,245102720042,0.2386,0.976887519,0.09,19.95445363,51.56983565,9,70.66,,,,,,,,,,,,,,,
24510272005,245102720051,0.3299,0.855161787,0.094,255.6871848,138,8,100,,,,,,,,,,,,,,,
24510272005,245102720052,0.3299,0.855161787,0.094,97.1839737,138.0619658,8,100,,,,,,,,,,,,,,,
24510272005,245102720053,0.3299,0.855161787,0.094,61.31473898,138.0619658,8,100,,,,,,,,,,,,,,,
24510272006,245102720061,0.6294,0.990755008,0.108,530.1065169,452,10,71.43,,,,,,,,,,,,,,,
24510272006,245102720062,0.6294,0.990755008,0.108,373.9581556,452.0323363,10,71.43,,,,,,,,,,,,,,,
24510272007,245102720071,0.6041,0.835130971,0.104,874.9630122,800,9,25.38,,,,,,,,,,,,,,,
24510272007,245102720072,0.6041,0.835130971,0.104,962.6815778,799.9465774,9,25.38,,,,,,,,,,,,,,,
24510272007,245102720073,0.6041,0.835130971,0.104,562.1951421,799.9465774,9,25.38,,,,,,,,,,,,,,,
24510280101,245102801011,0.5838,0.933744222,0.124,1098.45428,1226,16,50.49,,,,,,,,,,,,,,,
24510280101,245102801012,0.5838,0.933744222,0.124,894.8949919,1225.554381,16,50.49,,,,,,,,,,,,,,,
24510280101,245102801013,0.5838,0.933744222,0.124,1683.313872,1225.554381,16,50.49,,,,,,,,,,,,,,,
24510280102,245102801021,0.4213,0.610169492,0.121,758.7079112,584,51,22.74,,,,,,,,,,,,,,,
24510280102,245102801022,0.4213,0.610169492,0.121,115.483283,584.3718515,51,22.74,,,,,,,,,,,,,,,
24510280102,245102801023,0.4213,0.610169492,0.121,1116.640734,584.3718515,51,22.74,,,,,,,,,,,,,,,
24510280102,245102801024,0.4213,0.610169492,0.121,834.4602047,584.3718515,51,22.74,,,,,,,,,,,,,,,
24510280102,245102801025,0.4213,0.610169492,0.121,193.6043205,584.3718515,51,22.74,,,,,,,,,,,,,,,
24510280102,245102801026,0.4213,0.610169492,0.121,487.3346556,584.3718515,51,22.74,,,,,,,,,,,,,,,
24510280200,245102802001,0.4416,0.31587057,0.117,697.5418674,520,17,45.67,,,,,,,,,,,,,,,
24510280200,245102802002,0.4416,0.31587057,0.117,66.32749446,519.5372861,17,45.67,,,,,,,,,,,,,,,
24510280200,245102802003,0.4416,0.31587057,0.117,220.0775319,519.5372861,17,45.67,,,,,,,,,,,,,,,
24510280200,245102802004,0.4416,0.31587057,0.117,564.0419194,519.5372861,17,45.67,,,,,,,,,,,,,,,
24510280200,245102802005,0.4416,0.31587057,0.117,478.0120335,519.5372861,17,45.67,,,,,,,,,,,,,,,
24510280200,245102802006,0.4416,0.31587057,0.117,1091.22287,519.5372861,17,45.67,,,,,,,,,,,,,,,
24510280301,245102803011,0.4365,0.693374422,0.122,339.0096541,239.973846,20,55.08,,,,,,,,,,,,,,,
24510280301,245102803012,0.4365,0.693374422,0.122,258.2241681,239.973846,20,55.08,,,,,,,,,,,,,,,
24510280301,245102803013,0.4365,0.693374422,0.122,122.6877157,239.973846,20,55.08,,,,,,,,,,,,,,,
24510280302,245102803021,0.3655,0.813559322,0.124,87.04677819,71.07424052,21,60.12,,,,,,,,,,,,,,,
24510280302,245102803022,0.3655,0.813559322,0.124,55.10170284,71.07424052,21,60.12,,,,,,,,,,,,,,,
24510280401,245102804011,0.2081,0.805855162,0.114,373.5554292,1104.810421,8,100,,,,,,,,,,,,,,,
24510280401,245102804012,0.2081,0.805855162,0.114,1447.811325,1104.810421,8,100,,,,,,,,,,,,,,,
24510280401,245102804013,0.2081,0.805855162,0.114,2110.966914,1104.810421,8,100,,,,,,,,,,,,,,,
24510280401,245102804014,0.2081,0.805855162,0.114,699.023371,1104.810421,8,100,,,,,,,,,,,,,,,
24510280401,245102804015,0.2081,0.805855162,0.114,892.6950642,1104.810421,8,100,,,,,,,,,,,,,,,
24510280402,245102804021,0.3604,0.998459168,0.119,1225.689844,731.2668589,1,73.56,,,,,,,,,,,,,,,
24510280402,245102804022,0.3604,0.998459168,0.119,236.8438738,731.2668589,1,73.56,,,,,,,,,,,,,,,
24510280403,245102804031,0.2132,0.257318952,0.114,642.4342997,649.6002651,20,52.26,,,,,,,,,,,,,,,
24510280403,245102804032,0.2132,0.257318952,0.114,291.5268762,649.6002651,20,52.26,,,,,,,,,,,,,,,
24510280403,245102804033,0.2132,0.257318952,0.114,338.7437797,649.6002651,20,52.26,,,,,,,,,,,,,,,
24510280403,245102804034,0.2132,0.257318952,0.114,964.7940681,649.6002651,20,52.26,,,,,,,,,,,,,,,
24510280403,245102804035,0.2132,0.257318952,0.114,1010.502302,649.6002651,20,52.26,,,,,,,,,,,,,,,
24510280404,245102804041,0.8325,0.445300462,0.124,300.3195608,1527.100404,10,52.66,,,,,,,,,,,,,,,
24510280404,245102804042,0.8325,0.445300462,0.124,2753.881248,1527.100404,10,52.66,,,,,,,,,,,,,,,
24510280500,245102805001,0.9797,0.231124807,0.136,2374.699696,3385.685542,25,65.99,,,,,,,,,,,,,,,
24510280500,245102805002,0.9797,0.231124807,0.136,5877.882288,3385.685542,25,65.99,,,,,,,,,,,,,,,
24510280500,245102805003,0.9797,0.231124807,0.136,3426.370526,3385.685542,25,65.99,,,,,,,,,,,,,,,
24510280500,245102805004,0.9797,0.231124807,0.136,1863.789658,3385.685542,25,65.99,,,,,,,,,,,,,,,
